Order,Variable,Description,Category,Variable Type,Consumption Type,Root Formula,Type,Size,Part
198,Q4800110K2,Where Maintenance Last Done - Vehicle Driven [M Oft] - Rust protection - Gas station/Service centre,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
199,Q4800110K3,Where Maintenance Last Done - Vehicle Driven [M Oft] - Rust protection - Car dealer,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
200,Q4800110K4,Where Maintenance Last Done - Vehicle Driven [M Oft] - Rust protection - Specialty shop,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
201,Q4800110I5,Where Maintenance Last Done - Vehicle Driven [M Oft] - Rust protection - Yourself/Family or friend,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
202,Q4800111K2,Where Maintenance Last Done - Vehicle Driven [M Oft] - Tune up - Gas station/Service centre,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
203,Q4800111K3,Where Maintenance Last Done - Vehicle Driven [M Oft] - Tune up - Car dealer,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
204,Q4800111K4,Where Maintenance Last Done - Vehicle Driven [M Oft] - Tune up - Specialty shop,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
205,Q4800111I5,Where Maintenance Last Done - Vehicle Driven [M Oft] - Tune up - Yourself/Family or friend,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
206,Q4800112K2,Where Maintenance Last Done - Vehicle Driven [M Oft] - Other major repair job (over $200) - Gas station/Service centre,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
207,Q4800112K3,Where Maintenance Last Done - Vehicle Driven [M Oft] - Other major repair job (over $200) - Car dealer,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
208,Q4800112K4,Where Maintenance Last Done - Vehicle Driven [M Oft] - Other major repair job (over $200) - Specialty shop,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
209,Q4800112I5,Where Maintenance Last Done - Vehicle Driven [M Oft] - Other major repair job (over $200) - Yourself/Family or friend,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
210,Q4800201C1,Shopped [Pst Yr] - Automotive Parts or Service - Active Green & Ross (!),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
211,Q4800204C1,Shopped [Pst Yr] - Automotive Parts or Service - Canadian Tire/Pit Stop,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
212,Q4800205C1,Shopped [Pst Yr] - Automotive Parts or Service - Costco,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
213,Q4800206C1,Shopped [Pst Yr] - Automotive Parts or Service - GM Certified Service,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
214,Q4800208C1,Shopped [Pst Yr] - Automotive Parts or Service - Midas Auto Service Experts (!),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
215,Q4800210C1,Shopped [Pst Yr] - Automotive Parts or Service - Mr. Lube,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
216,Q4800211C1,Shopped [Pst Yr] - Automotive Parts or Service - NAPA Auto Parts,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
217,Q4800212C1,Shopped [Pst Yr] - Automotive Parts or Service - OK Tire,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
218,Q4800213C1,Shopped [Pst Yr] - Automotive Parts or Service - PartSource,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
219,Q4800214C1,Shopped [Pst Yr] - Automotive Parts or Service - Speedy Glass,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
220,Q4800216C1,Shopped [Pst Yr] - Automotive Parts or Service - Walmart (!),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
221,Q4800217C1,Shopped [Pst Yr] - Automotive Parts or Service - Car dealership (excl. GM Certified Service),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
222,Q4800218C1,Shopped [Pst Yr] - Automotive Parts or Service - Consumer-to-consumer website (!),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
223,Q4800220C1,Shopped [Pst Yr] - Automotive Parts or Service - Other parts/service shops,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
224,Q48002V16C01,Shopped [Pst Yr] - Automotive Parts or Service - Auto recycling/junkyard (!),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
225,Q4820101C1,Bought Fuel [Pst Mth] - Gas Stations - Canadian Tire,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
226,Q4820102C1,Bought Fuel [Pst Mth] - Gas Stations - Chevron,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
227,Q4820103C1,Bought Fuel [Pst Mth] - Gas Stations - Esso,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
228,Q4820104C1,Bought Fuel [Pst Mth] - Gas Stations - Husky/Mohawk,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
229,Q4820105C1,Bought Fuel [Pst Mth] - Gas Stations - Petro Canada,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
230,Q4820106C1,Bought Fuel [Pst Mth] - Gas Stations - Shell,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
231,Q4820107C1,Bought Fuel [Pst Mth] - Gas Stations - Other gas stations,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
232,Q4820201K1,Frequency of Visiting [Pst Mth] - Gas Stations - Canadian Tire - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
233,Q4820201K2,Frequency of Visiting [Pst Mth] - Gas Stations - Canadian Tire - 2-3 times a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
234,Q4820201K3,Frequency of Visiting [Pst Mth] - Gas Stations - Canadian Tire - Once a week or more (^),Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
235,Q4820202K1,Frequency of Visiting [Pst Mth] - Gas Stations - Chevron - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
236,Q4820202K4,Frequency of Visiting [Pst Mth] - Gas Stations - Chevron - 2-3 times a month or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
237,Q4820203K1,Frequency of Visiting [Pst Mth] - Gas Stations - Esso - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
238,Q4820203K2,Frequency of Visiting [Pst Mth] - Gas Stations - Esso - 2-3 times a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
239,Q4820203K3,Frequency of Visiting [Pst Mth] - Gas Stations - Esso - Once a week or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
240,Q4820204K1,Frequency of Visiting [Pst Mth] - Gas Stations - Husky/Mohawk - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
241,Q4820204K4,Frequency of Visiting [Pst Mth] - Gas Stations - Husky/Mohawk - 2-3 times a month or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
242,Q4820205K1,Frequency of Visiting [Pst Mth] - Gas Stations - Petro Canada - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
243,Q4820205K2,Frequency of Visiting [Pst Mth] - Gas Stations - Petro Canada - 2-3 times a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
244,Q4820205K3,Frequency of Visiting [Pst Mth] - Gas Stations - Petro Canada - Once a week or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
245,Q4820206K1,Frequency of Visiting [Pst Mth] - Gas Stations - Shell - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
246,Q4820206K2,Frequency of Visiting [Pst Mth] - Gas Stations - Shell - 2-3 times a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
247,Q4820206K3,Frequency of Visiting [Pst Mth] - Gas Stations - Shell - Once a week or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
248,Q4820207K1,Frequency of Visiting [Pst Mth] - Gas Stations - Other gas stations - Once a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
249,Q4820207K2,Frequency of Visiting [Pst Mth] - Gas Stations - Other gas stations - 2-3 times a month,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
250,Q4820207K3,Frequency of Visiting [Pst Mth] - Gas Stations - Other gas stations - Once a week or more,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
251,Q4960100K1,In-Town Travel (as Driver or Passenger) [Pst Mth] - None/don't drive,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
252,Q4960100K2,In-Town Travel (as Driver or Passenger) [Pst Mth] - Less than 15 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
253,Q4960100K3,In-Town Travel (as Driver or Passenger) [Pst Mth] - 15 to 24 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
254,Q4960100K4,In-Town Travel (as Driver or Passenger) [Pst Mth] - 25 to 49 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
255,Q4960100K5,In-Town Travel (as Driver or Passenger) [Pst Mth] - 50 to 74 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
256,Q4960100K6,In-Town Travel (as Driver or Passenger) [Pst Mth] - 75 to 149 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
257,Q4960100K7,In-Town Travel (as Driver or Passenger) [Pst Mth] - 150 to 249 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
258,Q4960100K8,In-Town Travel (as Driver or Passenger) [Pst Mth] - 250 to 500 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
259,Q4960100K9,In-Town Travel (as Driver or Passenger) [Pst Mth] - More than 500 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
260,Q4960100I0,In-Town Travel (as Driver or Passenger) [Pst Mth] - 1+,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
261,Q4960100A0,In-Town Travel (as Driver or Passenger) [Pst Mth] - 1+ (Kilometres),Automotive - Service,Consumption,Kilometres,[Q4960100I0],Double,8,1
262,Q4960200K1,In-Town Travel (as Driver or Passenger) [Pst Wk] - None/don't drive,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
263,Q4960200K2,In-Town Travel (as Driver or Passenger) [Pst Wk] - Less than 15 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
264,Q4960200K3,In-Town Travel (as Driver or Passenger) [Pst Wk] - 15 to 24 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
265,Q4960200K4,In-Town Travel (as Driver or Passenger) [Pst Wk] - 25 to 49 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
266,Q4960200K5,In-Town Travel (as Driver or Passenger) [Pst Wk] - 50 to 74 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
267,Q4960200K6,In-Town Travel (as Driver or Passenger) [Pst Wk] - 75 to 149 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
268,Q4960200K7,In-Town Travel (as Driver or Passenger) [Pst Wk] - 150 to 249 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
269,Q4960200K8,In-Town Travel (as Driver or Passenger) [Pst Wk] - 250 to 500 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
270,Q4960200K9,In-Town Travel (as Driver or Passenger) [Pst Wk] - More than 500 km,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
271,Q4960200I0,In-Town Travel (as Driver or Passenger) [Pst Wk] - 1+,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
272,Q4960200A0,In-Town Travel (as Driver or Passenger) [Pst Wk] - 1+ (Kilometres),Automotive - Service,Consumption,Kilometres,[Q4960200I0],Double,8,1
273,Q4960300I0,In-Town Travel - People in Vehicle [Lst Trip] - 1+,Automotive - Service,Incidence,,[NBAS12HP],Double,8,1
274,Q4960300A0,In-Town Travel - People in Vehicle [Lst Trip] - 1+ (People),Automotive - Service,Consumption,People,[Q4960300I0],Double,8,1
275,Q5300500K2,Value - Involved In [Pst Yr] - Business Purchase Decision - $1-$499,Business,Incidence,,[NBAS12HP],Double,8,1
276,Q5300500K3,"Value - Involved In [Pst Yr] - Business Purchase Decision - $500-$1,999",Business,Incidence,,[NBAS12HP],Double,8,1
277,Q5300500K4,"Value - Involved In [Pst Yr] - Business Purchase Decision - $2,000-$4,999",Business,Incidence,,[NBAS12HP],Double,8,1
278,Q5300500K5,"Value - Involved In [Pst Yr] - Business Purchase Decision - $5,000-$9,999",Business,Incidence,,[NBAS12HP],Double,8,1
279,Q5300500K6,"Value - Involved In [Pst Yr] - Business Purchase Decision - $10,000-$24,999 (!)",Business,Incidence,,[NBAS12HP],Double,8,1
280,Q530050K10,"Value - Involved In [Pst Yr] - Business Purchase Decision - $25,000-$99,999",Business,Incidence,,[NBAS12HP],Double,8,1
281,Q5300500K9,"Value - Involved In [Pst Yr] - Business Purchase Decision - $100,000 or more",Business,Incidence,,[NBAS12HP],Double,8,1
282,Q5300500I0,Value - Involved In [Pst Yr] - Business Purchase Decision - 1+,Business,Incidence,,[NBAS12HP],Double,8,1
283,Q5300500A0,Value - Involved In [Pst Yr] - Business Purchase Decision - 1+ (Dollars),Business,Consumption,Dollars,[Q5300500I0],Double,8,1
284,Q5300601C1,Area Involvement Level - Business Purchase Decision - Advertising/communication services - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,1
285,Q5300601C5,Area Involvement Level - Business Purchase Decision - Advertising/communication services - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,1
286,Q5300601C4,Area Involvement Level - Business Purchase Decision - Advertising/communication services - I authorize,Business,Incidence,,[NBAS12HP],Double,8,1
287,Q5300602C1,Area Involvement Level - Business Purchase Decision - Business travel - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,1
288,Q5300602C5,Area Involvement Level - Business Purchase Decision - Business travel - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,1
289,Q5300602C4,Area Involvement Level - Business Purchase Decision - Business travel - I authorize,Business,Incidence,,[NBAS12HP],Double,8,1
290,Q5300603C1,Area Involvement Level - Business Purchase Decision - Computer hardware/software - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,1
291,Q5300603C5,Area Involvement Level - Business Purchase Decision - Computer hardware/software - I am consulted,Business,Incidence,,[NBAS12HP],Double,8,1
292,Q5300603C4,Area Involvement Level - Business Purchase Decision - Computer hardware/software - I authorize,Business,Incidence,,[NBAS12HP],Double,8,1
293,Q5300604C1,Area Involvement Level - Business Purchase Decision - Computer online/Internet services - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,1
294,Q5300604C5,Area Involvement Level - Business Purchase Decision - Computer online/Internet services - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,1
295,Q5300604C4,Area Involvement Level - Business Purchase Decision - Computer online/Internet services - I authorize,Business,Incidence,,[NBAS12HP],Double,8,1
296,Q5300605C1,Area Involvement Level - Business Purchase Decision - Convention arrangements - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
297,Q5300605C5,Area Involvement Level - Business Purchase Decision - Convention arrangements - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
298,Q5300605C4,Area Involvement Level - Business Purchase Decision - Convention arrangements - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
299,Q5300606C1,Area Involvement Level - Business Purchase Decision - Corporate events/team building - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
300,Q5300606C5,Area Involvement Level - Business Purchase Decision - Corporate events/team building - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
301,Q5300606C4,Area Involvement Level - Business Purchase Decision - Corporate events/team building - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
302,Q5300607C1,Area Involvement Level - Business Purchase Decision - Courier services - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
303,Q5300607C2,Area Involvement Level - Business Purchase Decision - Courier services - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
304,Q5300607C4,Area Involvement Level - Business Purchase Decision - Courier services - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
305,Q5300608C1,Area Involvement Level - Business Purchase Decision - Employee education/training - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
306,Q5300608C5,Area Involvement Level - Business Purchase Decision - Employee education/training - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
307,Q5300608C4,Area Involvement Level - Business Purchase Decision - Employee education/training - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
308,Q5300609C1,Area Involvement Level - Business Purchase Decision - Handheld communications devices - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
309,Q5300609C5,Area Involvement Level - Business Purchase Decision - Handheld communications devices - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
310,Q5300609C4,Area Involvement Level - Business Purchase Decision - Handheld communications devices - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
311,Q5300610C1,Area Involvement Level - Business Purchase Decision - Office equipment - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
312,Q5300610C5,Area Involvement Level - Business Purchase Decision - Office equipment - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
313,Q5300610C4,Area Involvement Level - Business Purchase Decision - Office equipment - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
314,Q5300611C1,Area Involvement Level - Business Purchase Decision - Office food catering - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
315,Q5300611C5,Area Involvement Level - Business Purchase Decision - Office food catering - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
316,Q5300611C4,Area Involvement Level - Business Purchase Decision - Office food catering - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
317,Q5300612C1,Area Involvement Level - Business Purchase Decision - Office furniture - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
318,Q5300612C5,Area Involvement Level - Business Purchase Decision - Office furniture - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
319,Q5300612C4,Area Involvement Level - Business Purchase Decision - Office furniture - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
320,Q5300613C1,Area Involvement Level - Business Purchase Decision - Office supplies - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
321,Q5300613C5,Area Involvement Level - Business Purchase Decision - Office supplies - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
322,Q5300613C4,Area Involvement Level - Business Purchase Decision - Office supplies - I authorize,Business,Incidence,,[NBAS12HP],Double,8,2
323,Q5300614C1,Area Involvement Level - Business Purchase Decision - Office telephone systems/long distance service - No direct involvement,Business,Incidence,,[NBAS12HP],Double,8,2
324,Q5300614C5,Area Involvement Level - Business Purchase Decision - Office telephone systems/long distance service - I am consulted/I recommend,Business,Incidence,,[NBAS12HP],Double,8,2
